AB型血	AB型血 🆎️
球洞	球洞 🕳️
理发	理发 💇🏻
理髮	理髮 💇🏻
瑙魯	瑙魯 🇳🇷
瑙鲁	瑙鲁 🇳🇷
瑞典	瑞典 🇸🇪
瑞士	瑞士 🇨🇭
環保	環保 ♻️
瓦肯	瓦肯 🖖🏻
生化	生化 ☣️
田径	田径 🏃🏻
田徑	田徑 🏃🏻
电脑	电脑 🖥️
男人	男人 👨🏻
男仔	男仔 👦🏻
男子	男子 👨🏻
男孩	男孩 👦🏻
男童	男童 👦🏻
画框	画框 🖼️
画笔	画笔 🖌️
畫框	畫框 🖼️
畫筆	畫筆 🖌️
發誓	發誓 ✊🏻
白圆	白圆 ⚪️
白圓	白圓 ⚪️
白子	白子 ⚪️
白方	白方 ◻️
白旗	白旗 🏳️
白珠	白珠 ⚪️
白色	白色 ⬜️
皇储	皇储 🤴🏻
皇儲	皇儲 🤴🏻
皇子	皇子 🤴🏻
皱眉	皱眉 🙍🏻
皺眉	皺眉 🙍🏻
盘腿	盘腿 🧘🏻
盤腿	盤腿 🧘🏻
目光	目光 👁️
相框	相框 🖼️
盾牌	盾牌 🛡️
看守	看守 💂🏻
码头	码头 ⚓️
码表	码表 ⏱️
砂漏	砂漏 ⌛️
破屋	破屋 🏚️
碗筷	碗筷 🍽️
碼錶	碼錶 ⏱️
碼頭	碼頭 ⚓️
磕头	磕头 🙇🏻
磕頭	磕頭 🙇🏻
祖母	祖母 👵🏻
祖父	祖父 👴🏻
神庙	神庙 🏛️
神廟	神廟 🏛️
神探	神探 🕵🏻
神社	神社 ⛩️
秒表	秒表 ⏱️
秒錶	秒錶 ⏱️
秘鑰	秘鑰 🗝️
秘钥	秘钥 🗝️
秘魯	秘魯 🇵🇪
秘鲁	秘鲁 🇵🇪
立定	立定 🧍🏻
站立	站立 🧍🏻
精灵	精灵 🧝🏻
精靈	精靈 🧝🏻
約旦	約旦 🇯🇴
紐埃	紐埃 🇳🇺
紧急	紧急 🆘️
緊急	緊急 🆘️
緬甸	緬甸 🇲🇲
纏頭	纏頭 👳🏾
约旦	约旦 🇯🇴
纽埃	纽埃 🇳🇺
缅甸	缅甸 🇲🇲
缠头	缠头 👳🏾
美国	美国 🇺🇸
美國	美國 🇺🇸
美甲	美甲 💅🏻
老人	老人 🧓🏻
老倌	老倌 👴🏻
老太	老太 👵🏻
老头	老头 👴🏻
老奶	老奶 👵🏻
老妈	老妈 👩🏻
老媽	老媽 👩🏻
老挝	老挝 🇱🇦
老撾	老撾 🇱🇦
老母	老母 👩🏻
老爸	老爸 👨🏻
老窦	老窦 👨🏻
老竇	老竇 👨🏻
老豆	老豆 👨🏻
老頭	老頭 👴🏻
耳仔	耳仔 👂🏻
耳朵	耳朵 👂🏻
耳聋	耳聋 🧏🏻
耳聾	耳聾 🧏🏻
耿西	耿西 🇬🇬
聋哑	聋哑 🧏🏻
聋子	聋子 🧏🏻
聖嬰	聖嬰 👼🏻
聾啞	聾啞 🧏🏻
聾子	聾子 🧏🏻
肌肉	肌肉 💪🏻
肯亚	肯亚 🇰🇪
肯亞	肯亞 🇰🇪
胡子	胡子 🧔🏻
胡须	胡须 🧔🏻
胶卷	胶卷 🎞️
胶片	胶片 🎞️
胸針	胸針 🏵️
胸针	胸针 🏵️
脚底	脚底 🦶🏻
脚掌	脚掌 🦶🏻
腳底	腳底 🦶🏻
腳掌	腳掌 🦶🏻
膠卷	膠卷 🎞️
膠片	膠片 🎞️
自拍	自拍 🤳🏻
致命	致命 ☠️
臺灣	臺灣 🇹🇼
舉重	舉重 🏋🏻
舊屋	舊屋 🏚️
舒服	舒服 ☺️
舞女	舞女 💃🏻
舞娘	舞娘 💃🏻
舞男	舞男 🕺🏻
舞蹈	舞蹈 💃🏻
船坞	船坞 ⚓️
船塢	船塢 ⚓️
船帆	船帆 ⛵️
芬兰	芬兰 🇫🇮
芬蘭	芬蘭 🇫🇮
花园	花园 ⛲️
花園	花園 ⛲️
苏丹	苏丹 🇸🇩
苏虾	苏虾 👶🏻
英国	英国 🇬🇧
英國	英國 🇬🇧
英雄	英雄 🦸🏻
荒漠	荒漠 🏜️
荷兰	荷兰 🇳🇱
荷蘭	荷蘭 🇳🇱
萨巴	萨巴 🇧🇶
萬歲	萬歲 🙌🏻
落雪	落雪 🌨️
葉門	葉門 🇾🇪
葛摩	葛摩 🇰🇲
葡国	葡国 🇵🇹
葡國	葡國 🇵🇹
蒙古	蒙古 🇲🇳
薩巴	薩巴 🇧🇶
蘇丹	蘇丹 🇸🇩
蘇蝦	蘇蝦 👶🏻
蛇杖	蛇杖 ⚕️
蛛網	蛛網 🕸️
蛛网	蛛网 🕸️
蜘蛛	蜘蛛 🕷️
蜡烛	蜡烛 🕯️
蜡笔	蜡笔 🖍️
蠟燭	蠟燭 🕯️
蠟筆	蠟筆 🖍️
行人	行人 🚶🏻
行走	行走 🚶🏻
衛士	衛士 💂🏻
衛星	衛星 🛰️
衛門	衛門 💂🏻
衝浪	衝浪 🏄🏻
裁判	裁判 🕴🏻
裹头	裹头 👳🏾
裹頭	裹頭 👳🏾
西服	西服 🤵🏻
西装	西装 🤵🏻
西裝	西裝 🤵🏻
西部	西部 🏜️
要得	要得 👌🏻
触电	触电 ⚡️
觸電	觸電 ⚡️
言和	言和 🤝🏻
說話	說話 🗣️
諮詢	諮詢 ℹ️
諾魯	諾魯 🇳🇷
講話	講話 🗣️
證件	證件 🆔️
警察	警察 👮🏻
讲话	讲话 🗣️
证件	证件 🆔️
说话	说话 🗣️
诺鲁	诺鲁 🇳🇷
貝南	貝南 🇧🇯
貝寧	貝寧 🇧🇯
資訊	資訊 ℹ️
賣藝	賣藝 🤹🏻
賭馬	賭馬 🏇🏻
購物	購物 🛍️
賽車	賽車 🏎️
賽馬	賽馬 🏇🏻
贝南	贝南 🇧🇯
贝宁	贝宁 🇧🇯
购物	购物 🛍️
资讯	资讯 ℹ️
赌马	赌马 🏇🏻
赛车	赛车 🏎️
赛马	赛马 🏇🏻
超人	超人 🦸🏻
越南	越南 🇻🇳
足球	足球 ⚽️
跑車	跑車 🏎️
跑车	跑车 🏎️
跪下	跪下 🧎🏻
蹙眉	蹙眉 🙍🏻
身孕	身孕 🫄🏻
輪渡	輪渡 ⛴️
輪船	輪船 🛳️
轉上	轉上 ⤴️
轉下	轉下 ⤵️
转上	转上 ⤴️
转下	转下 ⤵️
轮渡	轮渡 ⛴️
轮船	轮船 🛳️
辣椒	辣椒 🌶️
这边	这边 💁🏻
这里	这里 🈁️
迦納	迦納 🇬🇭
迦纳	迦纳 🇬🇭
选举	选举 🗳️
這裏	這裏 🈁️
這邊	這邊 💁🏻
通过	通过 ✔️
通過	通過 ✔️
道教	道教 ☯️
選舉	選舉 🗳️
邮件	邮件 ✉️
邮轮	邮轮 🛳️
郵件	郵件 ✉️
郵輪	郵輪 🛳️
都市	都市 🏙️
醫學	醫學 ⚕️
醫療	醫療 ⚕️
重做	重做 ↪️
野營	野營 🏕️
野营	野营 🏕️
金发	金发 👱🏼
金髮	金髮 👱🏼
鉛筆	鉛筆 ✏️
鍵板	鍵板 ⌨️
鍵盤	鍵盤 ⌨️
鏈條	鏈條 ⛓️
鐵索	鐵索 ⛓️
鐵路	鐵路 🛤️
鐵軌	鐵軌 🛤️
鐵道	鐵道 🛤️
鐵鏈	鐵鏈 ⛓️
铁索	铁索 ⛓️
铁路	铁路 🛤️
铁轨	铁轨 🛤️
铁道	铁道 🛤️
铁链	铁链 ⛓️
铅笔	铅笔 ✏️
链条	链条 ⛓️
键板	键板 ⌨️
键盘	键盘 ⌨️
長度	長度 ↕️
長者	長者 🧓🏻
长度	长度 ↕️
长者	长者 🧓🏻
門票	門票 🎟️
門衛	門衛 💂🏻
閃電	閃電 🌩️
開曼	開曼 🇰🇾
關島	關島 🇬🇺
门卫	门卫 💂🏻
门票	门票 🎟️
闪电	闪电 🌩️
阳伞	阳伞 ☂️
阴天	阴天 🌥️
阴阳	阴阳 ☯️
阵雨	阵雨 🌦️
阿公	阿公 👴🏻
阿婆	阿婆 👵🏻
阿曼	阿曼 🇴🇲
阿爷	阿爷 👴🏻
阿爺	阿爺 👴🏻
阿联	阿联 🇦🇪
阿聯	阿聯 🇦🇪
陣雨	陣雨 🌦️
陰天	陰天 🌥️
陰陽	陰陽 ☯️
陽傘	陽傘 ☂️
雙板	雙板 ⛷️
雪山	雪山 🏔️
雪岭	雪岭 🏔️
雪嶺	雪嶺 🏔️
雪花	雪花 ❄️
雪頂	雪頂 🏔️
雪顶	雪顶 🏔️
雷雨	雷雨 ⛈️
電腦	電腦 🖥️
露宿	露宿 ⛺️
露營	露營 🏕️
露营	露营 🏕️
靓仔	靓仔 👨🏻
靓女	靓女 👩🏻
静坐	静坐 🧘🏻
靚仔	靚仔 👨🏻
靚女	靚女 👩🏻
靜坐	靜坐 🧘🏻
鞠躬	鞠躬 🙇🏻
韓國	韓國 🇰🇷
韩国	韩国 🇰🇷
響指	響指 🤞🏻
頭大	頭大 🤦🏻
頭巾	頭巾 👳🏾
頭疼	頭疼 🤦🏻
風景	風景 🏞️
风景	风景 🏞️
飛機	飛機 ✈️
飞机	飞机 ✈️
餐盘	餐盘 🍽️
餐盤	餐盤 🍽️
餐鈴	餐鈴 🛎️
餐铃	餐铃 🛎️
香港	香港 🇭🇰
馬利	馬利 🇲🇱
馬術	馬術 🏇🏻
馬里	馬里 🇲🇱
駙馬	駙馬 🤴🏻
騎行	騎行 🚴🏻
騎馬	騎馬 🏇🏻
马利	马利 🇲🇱
马术	马术 🏇🏻
马里	马里 🇲🇱
驸马	驸马 🤴🏻
骑行	骑行 🚴🏻
骑马	骑马 🏇🏻
骨灰	骨灰 ⚱️
體操	體操 🤸🏻
高压	高压 ⚡️
高壓	高壓 ⚡️
高度	高度 ↕️
高速	高速 🛣️
鬍子	鬍子 🧔🏻
鬍鬚	鬍鬚 🧔🏻
魔头	魔头 🦹🏻
魔法	魔法 🧙🏻
魔頭	魔頭 🦹🏻
鴿子	鴿子 🕊️
鸽子	鸽子 🕊️
麻将	麻将 🀄️
麻將	麻將 🀄️
麻烦	麻烦 🤦🏻
麻煩	麻煩 🤦🏻
麻雀	麻雀 🀄️
黑圆	黑圆 ⚫️
黑圓	黑圓 ⚫️
黑子	黑子 ⚫️
黑山	黑山 🇲🇪
黑方	黑方 ◼️
黑桃	黑桃 ♠️
黑珠	黑珠 ⚫️
黑色	黑色 ⬛️
鼅鼄	鼅鼄 🕷️
鼓掌	鼓掌 👏🏻
鼠标	鼠标 🖱️
鼠標	鼠標 🖱️
鼻子	鼻子 👃🏻
齒輪	齒輪 ⚙️
齿轮	齿轮 ⚙️
不通	不通 ⛔️ 🚧
危险	危险 ⚠️ 🚨
危險	危險 ⚠️ 🚨
地鐵	地鐵 Ⓜ️ 🚇
地铁	地铁 Ⓜ️ 🚇
大楼	大楼 🏙️ 🏢
大樓	大樓 🏙️ 🏢
好棒	好棒 👍🏻 🤩
好的	好的 👌🏻 😉
愛你	愛你 🤟🏻 🥰
有毒	有毒 ☠️ 🤢
标签	标签 🏷️ 📑
梅花	梅花 ♣️ 🌸
標籤	標籤 🏷️ 📑
欢呼	欢呼 🙋🏻 🥳
歡呼	歡呼 🙋🏻 🥳
洗浴	洗浴 🛀🏻 🛁
洗澡	洗澡 🛀🏻 🛁
澳洲	澳洲 🇦🇺 🌏
火花	火花 ❇️ 💥
爱你	爱你 🤟🏻 🥰
盆浴	盆浴 🛀🏻 🛁
真棒	真棒 👍🏻 💯
綠色	綠色 ♻️ 🟩
绿色	绿色 ♻️ 🟩
脸红	脸红 ☺️ 😊
臉紅	臉紅 ☺️ 😊
話筒	話筒 🎙️ 🎤
警告	警告 ⚠️ 🛑
话筒	话筒 🎙️ 🎤
賽艇	賽艇 🚣🏻 🚤
赛艇	赛艇 🚣🏻 🚤
輕軌	輕軌 Ⓜ️ 🚈
輪椅	輪椅 ♿️ 🦽
輻射	輻射 ☢️ 🩻
轮椅	轮椅 ♿️ 🦽
轻轨	轻轨 Ⓜ️ 🚈
辐射	辐射 ☢️ 🩻
鄙視	鄙視 🖕🏻 😒
鄙视	鄙视 🖕🏻 😒
雾霾	雾霾 🌫️ 😷
霧霾	霧霾 🌫️ 😷
失望	失望 ☹️ 😔 😞
害羞	害羞 ☺️ 😚 🙈
喜欢	喜欢 ☺️ 😍 😻 🥰
喜歡	喜歡 ☺️ 😍 😻 🥰
高兴	高兴 🕺🏻 😊 😺 🥳
高興	高興 🕺🏻 😊 😺 🥳
不好	不好 🆖️ 🙅🏻
右边	右边 👉🏻 🫱🏻
右邊	右邊 👉🏻 🫱🏻
和平	和平 ☮️ 🕊️
回族	回族 ☪️ 🧕🏾
回民	回民 ☪️ 🧕🏾
左边	左边 👈🏻 🫲🏻
左邊	左邊 👈🏻 🫲🏻
播放	播放 ⏯️ ▶️
方块	方块 ◻️ ◼️
方塊	方塊 ◻️ ◼️
滑雪	滑雪 ⛷️ 🏂🏻
王女	王女 👸🏻 🤴🏻
跪拜	跪拜 🙇🏻 🧎🏻
跳舞	跳舞 💃🏻 🕺🏻
鋼筆	鋼筆 ✒️ 🖋️
钢笔	钢笔 ✒️ 🖋️
間諜	間諜 👁️ 🕵🏻
间谍	间谍 👁️ 🕵🏻
雪人	雪人 ☃️ ⛄️
可以	可以 🆗️ 👌🏻 😉
禁止	禁止 ⛔️ ✋🏻 🛑
紅心	紅心 ♥️ ❤️️
红心	红心 ♥️ ❤️️
工人	工人 👷🏻 🧑🏻‍🏭
儿子	儿子 👦🏻 👨‍👩‍👦
兒子	兒子 👦🏻 👨‍👩‍👦
女儿	女儿 👧🏻 👨‍👩‍👧
女兒	女兒 👧🏻 👨‍👩‍👧
婚紗	婚紗 👰🏻 👰🏻‍♀️
婚纱	婚纱 👰🏻 👰🏻‍♀️
跑男	跑男 🏃🏻 🏃🏻‍♂️
书写	书写 ✍🏻️
写作	写作 ✍🏻️
写信	写信 ✍🏻️
写字	写字 ✍🏻️
可惜	可惜 😮‍💨
叹气	叹气 😮‍💨
哦耶	哦耶 ✌🏻️
喔耶	喔耶 ✌🏻️
嘆氣	嘆氣 😮‍💨
噢耶	噢耶 ✌🏻️
寫作	寫作 ✍🏻️
寫信	寫信 ✍🏻️
寫字	寫字 ✍🏻️
手写	手写 ✍🏻️
手寫	手寫 ✍🏻️
握笔	握笔 ✍🏻️
握筆	握筆 ✍🏻️
書寫	書寫 ✍🏻️
母女	母女 👩‍👧
母子	母子 👩‍👦
父女	父女 👨‍👧
父子	父子 👨‍👦
狗繩	狗繩 🐕‍🦺
狗绳	狗绳 🐕‍🦺
监听	监听 👁‍🗨
監聽	監聽 👁‍🗨
秘密	秘密 👁‍🗨
秘語	秘語 👁‍🗨
秘语	秘语 👁‍🗨
食指	食指 ☝🏻️
黑猫	黑猫 🐈‍⬛
黑貓	黑貓 🐈‍⬛
一家	一家 👨‍👦 👨‍👧 👨‍👧‍👦 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👦 👩‍👧 👩‍👧‍👦
上課	上課 🧑🏻‍🏫
上课	上课 🧑🏻‍🏫
专家	专家 🧑🏻‍🔬
中产	中产 🧑🏻‍💼
中產	中產 🧑🏻‍💼
主厨	主厨 🧑🏻‍🍳
主廚	主廚 🧑🏻‍🍳
亮蛋	亮蛋 🧑🏻‍🦲
伤心	伤心 ❤️‍🩹
傷心	傷心 ❤️‍🩹
光头	光头 🧑🏻‍🦲
光頭	光頭 🧑🏻‍🦲
农户	农户 🧑🏻‍🌾
农民	农民 🧑🏻‍🌾
博士	博士 🧑🏻‍🎓
卷发	卷发 🧑🏻‍🦱
厨子	厨子 🧑🏻‍🍳
厨师	厨师 🧑🏻‍🍳
同学	同学 🧑🏻‍🎓
同學	同學 🧑🏻‍🎓
喂奶	喂奶 🧑🏻‍🍼
大厨	大厨 🧑🏻‍🍳
大廚	大廚 🧑🏻‍🍳
女工	女工 👩🏻‍🏭
女星	女星 👩🏻‍🎤
学姐	学姐 👩🏻‍🎓
学长	学长 👨🏻‍🎓
學姐	學姐 👩🏻‍🎓
學長	學長 👨🏻‍🎓
宅女	宅女 👩🏻‍💻
宅男	宅男 👨🏻‍💻
專家	專家 🧑🏻‍🔬
廚子	廚子 🧑🏻‍🍳
廚師	廚師 🧑🏻‍🍳
心疼	心疼 ❤️‍🩹
心痛	心痛 ❤️‍🩹
技工	技工 🧑🏻‍🔧
技师	技师 🧑🏻‍🔧
技師	技師 🧑🏻‍🔧
捲髮	捲髮 🧑🏻‍🦱
教书	教书 🧑🏻‍🏫
教师	教师 🧑🏻‍🏫
教師	教師 🧑🏻‍🏫
教書	教書 🧑🏻‍🏫
歌手	歌手 🧑🏻‍🎤
歌星	歌星 🧑🏻‍🎤
海盗	海盗 🏴‍☠️
海盜	海盜 🏴‍☠️
潮女	潮女 👩🏻‍🎤
潮男	潮男 👨🏻‍🎤
激动	激动 ❤️‍🔥
激動	激動 ❤️‍🔥
激情	激情 ❤️‍🔥
火热	火热 ❤️‍🔥
火熱	火熱 ❤️‍🔥
热心	热心 ❤️‍🔥
热情	热情 ❤️‍🔥
熱心	熱心 ❤️‍🔥
熱情	熱情 ❤️‍🔥
男工	男工 👨🏻‍🏭
男星	男星 👨🏻‍🎤
疼心	疼心 ❤️‍🩹
痛心	痛心 ❤️‍🩹
白发	白发 🧑🏻‍🦳
白熊	白熊 🐻‍❄️
白領	白領 🧑🏻‍💼
白领	白领 🧑🏻‍💼
白髮	白髮 🧑🏻‍🦳
盲人	盲人 🧑🏻‍🦯
盲女	盲女 👩🏻‍🦯
盲男	盲男 👨🏻‍🦯
瞎子	瞎子 🧑🏻‍🦯
神祕	神祕 😶‍🌫️
神秘	神秘 😶‍🌫️
禿女	禿女 👩🏻‍🦲
禿男	禿男 👨🏻‍🦲
禿頭	禿頭 🧑🏻‍🦲
秃头	秃头 🧑🏻‍🦲
秃女	秃女 👩🏻‍🦲
秃男	秃男 👨🏻‍🦲
种地	种地 🧑🏻‍🌾
种田	种田 🧑🏻‍🌾
種地	種地 🧑🏻‍🌾
種田	種田 🧑🏻‍🌾
紅髮	紅髮 🧑🏻‍🦰
红发	红发 🧑🏻‍🦰
老师	老师 🧑🏻‍🏫
老師	老師 🧑🏻‍🏫
职员	职员 🧑🏻‍💼
職員	職員 🧑🏻‍💼
艺人	艺人 🧑🏻‍🎨
藝人	藝人 🧑🏻‍🎨
課堂	課堂 🧑🏻‍🏫
課室	課室 🧑🏻‍🏫
謝頂	謝頂 🧑🏻‍🦲
课堂	课堂 🧑🏻‍🏫
课室	课室 🧑🏻‍🏫
谢顶	谢顶 🧑🏻‍🦲
農戶	農戶 🧑🏻‍🌾
農民	農民 🧑🏻‍🌾
隐秘	隐秘 😶‍🌫️
隱祕	隱祕 😶‍🌫️
受伤	受伤 ❤️‍🩹 🤕
受傷	受傷 ❤️‍🩹 🤕
隐身	隐身 😶‍🌫️ 🫥
隱身	隱身 😶‍🌫️ 🫥
劳工	劳工 👨🏻‍🏭 🧑🏻‍🏭
勞工	勞工 👨🏻‍🏭 🧑🏻‍🏭
残疾	残疾 🧑🏻‍🦼 🧑🏻‍🦽
殘疾	殘疾 🧑🏻‍🦼 🧑🏻‍🦽
跛女	跛女 👩🏻‍🦼 👩🏻‍🦽
跛男	跛男 👨🏻‍🦼 👨🏻‍🦽
丈夫	丈夫 🤵🏻‍♂️
不女	不女 🙅🏻‍♀️
不男	不男 🙅🏻‍♂️
仙女	仙女 🧚🏻‍♀️
仙子	仙子 🧚🏻‍♂️
企女	企女 🧍🏻‍♀️
企男	企男 🧍🏻‍♂️
先生	先生 🤵🏻‍♂️
兔女	兔女 👯🏻‍♀️
兔男	兔男 👯🏻‍♂️
医生	医生 🧑🏻‍⚕️
医者	医者 🧑🏻‍⚕️
大状	大状 🧑🏻‍⚖️
大狀	大狀 🧑🏻‍⚖️
妻子	妻子 👰🏻‍♀️
差佬	差佬 👮🏻‍♂️
律师	律师 🧑🏻‍⚖️
律師	律師 🧑🏻‍⚖️
护士	护士 🧑🏻‍⚕️
新妇	新妇 👰🏻‍♀️
新娘	新娘 👰🏻‍♀️
新婦	新婦 👰🏻‍♀️
新郎	新郎 🤵🏻‍♂️
机长	机长 🧑🏻‍✈️
機長	機長 🧑🏻‍✈️
法官	法官 🧑🏻‍⚖️
状师	状师 🧑🏻‍⚖️
狀師	狀師 🧑🏻‍⚖️
站女	站女 🧍🏻‍♀️
站男	站男 🧍🏻‍♂️
紳士	紳士 🤵🏻‍♂️
绅士	绅士 🤵🏻‍♂️
聋女	聋女 🧏🏻‍♀️
聋男	聋男 🧏🏻‍♂️
聾女	聾女 🧏🏻‍♀️
聾男	聾男 🧏🏻‍♂️
胡女	胡女 🧔🏻‍♀️
胡男	胡男 🧔🏻‍♂️
舰长	舰长 🧑🏻‍✈️
船長	船長 🧑🏻‍✈️
船长	船长 🧑🏻‍✈️
艦長	艦長 🧑🏻‍✈️
請女	請女 💁🏻‍♀️
請男	請男 💁🏻‍♂️
護士	護士 🧑🏻‍⚕️
请女	请女 💁🏻‍♀️
请男	请男 💁🏻‍♂️
走女	走女 🚶🏻‍♀️
走男	走男 🚶🏻‍♂️
跑女	跑女 🏃🏻‍♀️
跪女	跪女 🧎🏻‍♀️
跪男	跪男 🧎🏻‍♂️
醫生	醫生 🧑🏻‍⚕️
醫者	醫者 🧑🏻‍⚕️
须女	须女 🧔🏻‍♀️
须男	须男 🧔🏻‍♂️
髯女	髯女 🧔🏻‍♀️
髯男	髯男 🧔🏻‍♂️
鬍女	鬍女 🧔🏻‍♀️
鬍男	鬍男 🧔🏻‍♂️
鬚女	鬚女 🧔🏻‍♀️
鬚男	鬚男 🧔🏻‍♂️
全家	全家 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
一齊	一齊 🧑🏻‍🤝‍🧑🏻
一齐	一齐 🧑🏻‍🤝‍🧑🏻
並肩	並肩 🧑🏻‍🤝‍🧑🏻
并肩	并肩 🧑🏻‍🤝‍🧑🏻
擕手	擕手 🧑🏻‍🤝‍🧑🏻
牵手	牵手 🧑🏻‍🤝‍🧑🏻
牽手	牽手 🧑🏻‍🤝‍🧑🏻
双胞	双胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
雙胞	雙胞 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧
女同	女同 👩🏻‍❤️‍👩🏻
男同	男同 👨🏻‍❤️‍👨🏻
井号键	井号键 #️⃣
井號鍵	井號鍵 #️⃣
星号键	星号键 *️⃣️
星號鍵	星號鍵 *️⃣️
一个人	一个人 👤
一個人	一個人 👤
一摞书	一摞书 📚
一摞書	一摞書 📚
一束花	一束花 💐
一杯酒	一杯酒 🥃
一点半	一点半 🕜
一百分	一百分 💯
一碗面	一碗面 🍜
一碗飯	一碗飯 🍚
一碗饭	一碗饭 🍚
一碗麵	一碗麵 🍜
一群人	一群人 👥
一边去	一边去 😛
一邊去	一邊去 😛
一點半	一點半 🕜
七夕树	七夕树 🎋
七夕樹	七夕樹 🎋
七点半	七点半 🕢
七點半	七點半 🕢
万圣节	万圣节 🎃
三分裤	三分裤 🩳
三分褲	三分褲 🩳
三戟叉	三戟叉 🔱
三点半	三点半 🕞
三点装	三点装 👙
三角尺	三角尺 📐
三角旗	三角旗 🚩
三輪車	三輪車 🛺
三轮车	三轮车 🛺
三點半	三點半 🕞
三點裝	三點裝 👙
上厕所	上厕所 🚾
上廁所	上廁所 🚾
下午好	下午好 🙂
不一定	不一定 😕
不会啦	不会啦 😝
不准听	不准听 🙉
不准看	不准看 🙈
不准聽	不准聽 🙉
不准說	不准說 🙊
不准说	不准说 🙊
不喜欢	不喜欢 🥴
不喜歡	不喜歡 🥴
不好吧	不好吧 😰
不对吧	不对吧 🤨
不對吧	不對吧 🤨
不开心	不开心 😞
不敢听	不敢听 🙉
不敢看	不敢看 🙈
不敢聽	不敢聽 🙉
不敢說	不敢說 🙊
不敢说	不敢说 🙊
不晓得	不晓得 😲
不曉得	不曉得 😲
不會啦	不會啦 😝
不清楚	不清楚 😲
不能听	不能听 🙉
不能看	不能看 🙈
不能聽	不能聽 🙉
不要怕	不要怕 🤗
不許看	不許看 🙈
不許聽	不許聽 🙉
不許說	不許說 🙊
不說了	不說了 🫢
不许听	不许听 🙉
不许看	不许看 🙈
不许说	不许说 🙊
不说了	不说了 🫢
不開心	不開心 😞
不高兴	不高兴 😩
不高興	不高興 😩
两点半	两点半 🕝
中午好	中午好 🙂
为甚么	为甚么 🤔
乒乓球	乒乓球 🏓
乖孩子	乖孩子 🤓
九点半	九点半 🕤
九點半	九點半 🕤
书呆子	书呆子 🤓
五弦琴	五弦琴 🪕
五点半	五点半 🕠
五點半	五點半 🕠
人字拖	人字拖 🩴
人民币	人民币 💴
人民幣	人民幣 💴
仙人掌	仙人掌 🌵
仙女棒	仙女棒 🎇
休旅車	休旅車 🚙
休旅车	休旅车 🚙
传呼机	传呼机 📟
传真机	传真机 📠
低音量	低音量 🔉
你大爷	你大爷 🤬
你大爺	你大爺 🤬
你妈屄	你妈屄 🤬
你媽屄	你媽屄 🤬
來郵件	來郵件 📨
便利店	便利店 🏪
保齡球	保齡球 🎳
保龄球	保龄球 🎳
信用卡	信用卡 💳
借記卡	借記卡 💳
借记卡	借记卡 💳
做礼拜	做礼拜 🛐
做禮拜	做禮拜 🛐
備忘錄	備忘錄 📝
储蓄卡	储蓄卡 💳
傳呼機	傳呼機 📟
傳真機	傳真機 📠
儲蓄卡	儲蓄卡 💳
光明節	光明節 🕎
光明节	光明节 🕎
克尔白	克尔白 🕋
克爾白	克爾白 🕋
免打扰	免打扰 🔕
免打擾	免打擾 🔕
兩點半	兩點半 🕝
八带鱼	八带鱼 🐙
八帶魚	八帶魚 🐙
八点半	八点半 🕣
八爪魚	八爪魚 🐙
八爪鱼	八爪鱼 🐙
八點半	八點半 🕣
公交車	公交車 🚌
公交车	公交车 🚌
公文包	公文包 💼
公車站	公車站 🚏
公车站	公车站 🚏
六点半	六点半 🕡
六點半	六點半 🕡
关东煮	关东煮 🍢
冇眼睇	冇眼睇 🙈
写作业	写作业 📝
写字楼	写字楼 🏢
冰淇淋	冰淇淋 🍨
冰激淋	冰激淋 🍨
出事了	出事了 🚨
出洋相	出洋相 🤡
出租車	出租車 🚕
出租车	出租车 🚕
创可贴	创可贴 🩹
別亂說	別亂說 🙊
別亂講	別亂講 🙊
別出聲	別出聲 🤫
別煩我	別煩我 😑
別理我	別理我 😑
別說話	別說話 🫢
別騙我	別騙我 😳
别乱讲	别乱讲 🙊
别乱说	别乱说 🙊
别出声	别出声 🤫
别烦我	别烦我 😑
别理我	别理我 😑
别说话	别说话 🫢
别骗我	别骗我 😳
刮胡刀	刮胡刀 🪒
刮鬍刀	刮鬍刀 🪒
剃须刀	剃须刀 🪒
剃鬚刀	剃鬚刀 🪒
剪切板	剪切板 📋
剪貼板	剪貼板 📋
剪贴板	剪贴板 📋
創可貼	創可貼 🩹
办公楼	办公楼 🏢
包装盒	包装盒 🎁
包裝盒	包裝盒 🎁
化妆室	化妆室 🚻
化妝室	化妝室 🚻
化粧室	化粧室 🚻
十一点	十一点 🕚
十一點	十一點 🕚
十二点	十二点 🕛
十二點	十二點 🕛
十八禁	十八禁 🔞
十点半	十点半 🕥
十點半	十點半 🕥
半兽人	半兽人 🧌
半獸人	半獸人 🧌
华夫饼	华夫饼 🧇
单选框	单选框 🔘
南瓜人	南瓜人 🎃
南瓜灯	南瓜灯 🎃
南瓜燈	南瓜燈 🎃
南瓜脸	南瓜脸 🎃
